SKU,DataCadastroSistema,Categoria,DescricaoProduto,MarcaAparelho,Origem,PrecoVenda
22859,2019-07-17,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 - Dourado,Apple,Estrangeira - Importação direta,100
22870,2019-07-25,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XS Max - Preto,Apple,Estrangeira - Importação direta,0
22882,2019-08-12,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone SE - Cinza espacial,Apple,Nacional,200
22883,2019-08-13,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 Plus - Red,Apple,Estrangeira - Importação direta,300
22922,2019-08-19,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone X - Preto,Apple,Estrangeira - Importação direta,400
22923,2019-08-19,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone X - Branco,Apple,Estrangeira - Importação direta,400
22955,2019-08-29,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone X,Apple,Estrangeira - Importação direta,0
22976,2019-09-06,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Moto G6,Android,Nacional,1000
22977,2019-09-06,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Moto G6,Android,Nacional,150
22980,2019-09-10,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XS Max - Dourado,Apple,Estrangeira - Importação direta,0
22985,2019-09-13,Manutenção Câmera,Câmera Frontal - iPhone X,Apple,Estrangeira - Importação direta,0
22987,2019-09-16,Manutenção Vibra / Volume / Power,Flex power / microfone - iPad Mini 4,Apple,Nacional,500
22988,2019-09-16,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 8/SE 2,Apple,Nacional,0
22990,2019-09-20,Manutenção Vibra / Volume / Power,Flex Volume/carregador sem fio - iPhone x,Apple,Nacional,400
23003,2019-09-23,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XR - Coral,Apple,Estrangeira - Importação direta,400
23004,2019-09-23,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XR - Azul,Apple,Estrangeira - Importação direta,400
23005,2019-09-23,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XS Max - Branca,Apple,Estrangeira - Importação direta,400
23006,2019-09-23,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XS - Branco,Apple,Estrangeira - Importação direta,400
23007,2019-09-23,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XS - Preto,Apple,Estrangeira - Importação direta,400
23008,2019-09-23,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XS - Dourado,Apple,Estrangeira - Importação direta,400
23009,2019-09-24,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 - Prata,Apple,Nacional,0
23010,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XS - Prata,Apple,Estrangeira - Importação direta,0
23011,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XS - Preto,Apple,Estrangeira - Importação direta,200
23012,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XS - Dourado,Apple,Estrangeira - Importação direta,0
23013,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XR - Prata,Apple,Estrangeira - Importação direta,0
23014,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XR - Azul,Apple,Estrangeira - Importação direta,0
23015,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XR - Amarelo,Apple,Estrangeira - Importação direta,0
23016,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XR - Red,Apple,Estrangeira - Importação direta,0
23017,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XR - Coral,Apple,Estrangeira - Importação direta,0
23018,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XS Max - Prata,Apple,Estrangeira - Importação direta,150
23019,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XS Max - Dourado,Apple,Estrangeira - Importação direta,0
23020,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone XS Max - Preto,Apple,Estrangeira - Importação direta,250
23021,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 Plus - Preto,Apple,Estrangeira - Importação direta,0
23022,2019-09-25,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 Plus - Prata,Apple,Estrangeira - Importação direta,0
23023,2019-09-25,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 Plus - Red,Apple,Estrangeira - Importação direta,400
23024,2019-09-25,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 - Red,Apple,Estrangeira - Importação direta,0
23061,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 - Red,Apple,Estrangeira - Importação direta,50
23062,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 - Rosê,Apple,Estrangeira - Importação direta,50
23063,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 Plus - Champagne,Apple,Estrangeira - Importação direta,50
23064,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 - Champagne,Apple,Estrangeira - Importação direta,50
23065,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 Plus - Prata,Apple,Estrangeira - Importação direta,0
23066,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 - Prata,Apple,Estrangeira - Importação direta,50
23067,2019-10-08,Manutenção Sim Tray,Simtray iPhone 7 Plus - Preto Fosco,Apple,Estrangeira - Importação direta,100
23082,2019-10-10,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 Plus - Prata,Apple,Nacional,300
23083,2019-10-10,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 7 Plus,Apple,Estrangeira - Importação direta,300
23117,2019-10-18,Manutenção LCD/ Touch,"Vidro c/ Touchscreen e LCD iPad Pro 9,7 (A1673/A1674/A1675) - Preto",Apple,Nacional,0
23149,2019-11-05,Manutenção Sim Tray,Simtray iPhone X - Preto,Apple,Estrangeira - Importação direta,100
23158,2019-11-08,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XS Max - Rosê/Gold,Apple,Estrangeira - Importação direta,500
23186,2019-11-14,Manutenção Conector,Conector de Carga iPhone XR - Preto,Apple,Estrangeira - Importação direta,0
23189,2019-11-16,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 7,Apple,Estrangeira - Importação direta,150
23217,2019-11-21,Manutenção Câmera,Câmera Traseira - iPhone XS Max,Apple,Estrangeira - Importação direta,0
23218,2019-11-21,Manutenção Câmera,Câmera Frontal - iPhone XS Max,Apple,Estrangeira - Importação direta,0
23224,2019-11-21,Manutenção Antena de Sinal,Antena de Sinal  - iPhone X,Apple,Estrangeira - Importação direta,250
23228,2019-11-26,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XR - Preto,Apple,Estrangeira - Importação direta,500
23233,2019-11-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 11 - Preto,Apple,Estrangeira - Importação direta,0
23234,2019-11-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 11 Pro - Preto,Apple,Estrangeira - Importação direta,0
23235,2019-11-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 11 Pro Max - Preto,Apple,Estrangeira - Importação direta,0
23264,2019-12-06,Manutenção Conector,Conector de Carga iPhone XR - Branco,Apple,Estrangeira - Importação direta,0
23265,2019-12-06,Manutenção Câmera,Câmera Traseira - iPhone XR,Apple,Estrangeira - Importação direta,0
23266,2019-12-06,Manutenção Câmera,Câmera Frontal - iPhone XR,Apple,Estrangeira - Importação direta,0
23267,2019-12-06,Manutenção Conector,Conector de Carga iPhone XS - Cinza,Apple,Estrangeira - Importação direta,0
23268,2019-12-06,Manutenção Vibra / Volume / Power,Flex Power - iPhone XS,Apple,Estrangeira - Importação direta,0
23269,2019-12-06,Manutenção Câmera,Câmera Frontal - iPhone XS,Apple,Estrangeira - Importação direta,0
23270,2019-12-06,Manutenção Conector,Conector de Carga iPhone XS - Preto,Apple,Estrangeira - Importação direta,0
23271,2019-12-06,Manutenção Conector,Conector de Carga iPhone XS Max - Cinza,Apple,Estrangeira - Importação direta,0
23272,2019-12-06,Manutenção Flex do Sensor,Flex sensor/alto falante - iPhone 11 Pro Max,Apple,Estrangeira - Importação direta,0
23273,2019-12-06,Manutenção Câmera,Câmera traseira - iPhone XS,Apple,Estrangeira - Importação direta,0
23277,2019-12-12,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 - Red,Apple,Estrangeira - Importação direta,200
23284,2019-12-17,Manutenção Bateria,Bateria de iPhone XS,Apple,Nacional,450
23285,2019-12-17,Manutenção Bateria,Bateria de iPhone XR,Apple,Nacional,450
23286,2019-12-17,Manutenção Bateria,Bateria de iPhone XS Max,Apple,Nacional,500
23294,2019-12-19,Manutenção LCD/ Touch,Tela de vidro sensível ao toque (touch screen) para utilização única em Tablet mini 4.,Android,Estrangeira - Importação direta,0
23295,2019-12-19,Manutenção LCD/ Touch,Tela de vidro sensível ao toque (touch screen) para utilização única em Tablet Air 2.,Android,Estrangeira - Importação direta,0
23296,2019-12-19,Manutenção LCD/ Touch,Tela de vidro sensível ao toque (touch screen) para utilização única em iphone 11,Apple,Estrangeira - Importação direta,0
23297,2019-12-19,Manutenção LCD/ Touch,Tela de vidro sensível ao toque (touch screen) para utilização única em iphone 11 pro,Apple,Estrangeira - Importação direta,0
23298,2019-12-19,Manutenção LCD/ Touch,Tela de vidro sensível ao toque (touch screen) para utilização única em iphone 11 proMax,Apple,Estrangeira - Importação direta,0
23321,2020-01-03,Manutenção Vibra / Volume / Power,Flex volume - iPad Mini 4,Apple,Nacional,500
23322,2020-01-06,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XR - Branca,Apple,Estrangeira - Importação direta,400
23323,2020-01-08,Manutenção Wi-Fi,Antena do Wi-Fi - iPhone XS,Apple,Estrangeira - Importação direta,0
23325,2020-01-10,Manutenção Vibra / Volume / Power,Flex Power - iPad Air 2,Apple,Estrangeira - Importação direta,0
23336,2020-01-20,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy S10 - Preto,Android,Estrangeira - Importação direta,0
23337,2020-01-22,Manutenção Sim Tray,Simtray iPhone 8 - Preto,Apple,Estrangeira - Importação direta,0
23338,2020-01-22,Manutenção Sim Tray,Simtray iPhone 8 - Rosê,Apple,Estrangeira - Importação direta,0
23339,2020-01-22,Manutenção Sim Tray,Simtray iPhone 8 - Prata,Apple,Estrangeira - Importação direta,0
23340,2020-01-22,Manutenção Sim Tray,Simtray iPhone 8 Plus - Preto,Apple,Estrangeira - Importação direta,0
23341,2020-01-22,Manutenção Sim Tray,Simtray iPhone 8 Plus - Rosê,Apple,Nacional,0
23342,2020-01-22,Manutenção Sim Tray,Simtray para iPhone 12- Vermelho,Apple,Estrangeira - Importação direta,100
23364,2020-01-31,Manutenção LCD/ Touch,LCD iPad 6,Apple,Estrangeira - Importação direta,0
23376,2020-02-05,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XS Max - Branco,Apple,Estrangeira - Importação direta,500
23397,2020-02-13,Manutenção Flex do Fone,Flex P2 - iPad 6,Apple,Estrangeira - Importação direta,300
23398,2020-02-13,Manutenção Conector,Conector de Carga iPad 6 - Branco,Apple,Nacional,0
23399,2020-02-13,Manutenção Conector,Conector de Carga iPad 6 - Preto,Apple,Nacional,0
23443,2020-03-05,Manutenção Vibra / Volume / Power,Flex Power - iPhone XS Max,Apple,Estrangeira - Importação direta,0
23448,2020-03-11,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Moto Z2 Force,Android,Nacional,400
23449,2020-03-11,Manutenção Conector,Conector de Carga Moto Z2 Force,Android,Nacional,200
23461,2020-03-17,Manutenção Alto Falante,Alto falante - iPhone XS Max,Apple,Nacional,0
23470,2020-03-19,Manutenção Antena de Sinal,Antena de Sinal  - iPhone XR,Apple,Estrangeira - Importação direta,0
23471,2020-03-19,Manutenção Alto Falante,Alto falante - iPhone XR,Apple,Nacional,0
23472,2020-03-19,Manutenção Vibra / Volume / Power,Flex Power - iPhone XR,Apple,Estrangeira - Importação direta,0
23473,2020-03-19,Manutenção Alto Falante,Flex sensor/ alto falante - iPhone XR,Apple,Nacional,0
23474,2020-03-19,Manutenção Vibra / Volume / Power,Flex Volume - iPhone XR,Apple,Estrangeira - Importação direta,0
23475,2020-03-19,Manutenção Vibra / Volume / Power,Flex volume / carregamento wireless - iPhone XR,Apple,Estrangeira - Importação direta,400
23476,2020-03-19,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone XR,Apple,Estrangeira - Importação direta,0
23477,2020-03-19,Manutenção Vibra / Volume / Power,Flex Volume - iPhone XS,Apple,Estrangeira - Importação direta,0
23590,2020-07-06,Manutenção LCD/ Touch,Vidro e touchscreen com LCD iPhone XS - Preto,Apple,Nacional,600
23703,2020-07-17,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XR - Amarela,Apple,Estrangeira - Importação direta,0
23711,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XR - Azul,Apple,Estrangeira - Importação direta,500
23712,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XR - Coral,Apple,Estrangeira - Importação direta,0
23713,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XR - Red,Apple,Estrangeira - Importação direta,0
23714,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XR - Amarelo,Apple,Estrangeira - Importação direta,500
23715,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XS Max - Preto,Apple,Estrangeira - Importação direta,500
23716,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone XR - Preto,Apple,Estrangeira - Importação direta,0
23717,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XS - Preto,Apple,Estrangeira - Importação direta,400
23718,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone XS - Branco,Apple,Estrangeira - Importação direta,400
23719,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 - Roxo,Apple,Estrangeira - Importação direta,0
23720,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 - Amarelo,Apple,Estrangeira - Importação direta,0
23721,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 - Vermelho,Apple,Estrangeira - Importação direta,0
23722,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 - Verde,Apple,Estrangeira - Importação direta,0
23723,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 - Preto,Apple,Estrangeira - Importação direta,0
23724,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 - Branco,Apple,Estrangeira - Importação direta,0
23725,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro - Branco,Apple,Estrangeira - Importação direta,600
23726,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro - Dourado,Apple,Estrangeira - Importação direta,0
23727,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro - Verde,Apple,Estrangeira - Importação direta,0
23728,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro - Preto,Apple,Estrangeira - Importação direta,0
23729,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro Max - Verde,Apple,Estrangeira - Importação direta,0
23730,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro Max - Branco,Apple,Estrangeira - Importação direta,0
23731,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro Max - Dourado,Apple,Estrangeira - Importação direta,0
23732,2020-07-22,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 11 Pro Max - Preto,Apple,Estrangeira - Importação direta,0
23733,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - Prata,Apple,Estrangeira - Importação direta,0
23734,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - Amarelo,Apple,Estrangeira - Importação direta,0
23735,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - Vermelho,Apple,Estrangeira - Importação direta,250
23736,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - Roxo,Apple,Estrangeira - Importação direta,0
23737,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - Verde,Apple,Estrangeira - Importação direta,0
23738,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 - Preto,Apple,Estrangeira - Importação direta,0
23739,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - Verde,Apple,Estrangeira - Importação direta,0
23740,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - Dourado,Apple,Estrangeira - Importação direta,0
23741,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - Preto,Apple,Estrangeira - Importação direta,1400
23742,2020-07-22,Manutenção Câmera,Lente de Vidro da Câmera iPhone 11 Pro Max - Prata,Apple,Estrangeira - Importação direta,0
23743,2020-07-22,Manutenção Conector,Conector de Carga iPhone 11 - Preto,Apple,Estrangeira - Importação direta,500
23744,2020-07-22,Manutenção Conector,Conector de Carga iPhone 11 - Branco,Apple,Estrangeira - Importação direta,0
23745,2020-07-22,Manutenção Conector,Conector de Carga iPhone 11 - Amarelo,Apple,Estrangeira - Importação direta,0
23746,2020-07-22,Manutenção Conector,Conector de Carga iPhone 11 - Verde,Apple,Estrangeira - Importação direta,0
23747,2020-07-22,Manutenção Conector,Conector de Carga iPhone 11 - Vermelho,Apple,Estrangeira - Importação direta,0
23748,2020-07-22,Manutenção Conector,Conector de Carga iPhone 11 - Roxo,Apple,Estrangeira - Importação direta,0
23755,2020-07-27,Manutenção LCD/ Touch,LCD iPad 7 Ger.,Apple,Estrangeira - Importação direta,0
23756,2020-07-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad 7 - Preto,Apple,Estrangeira - Importação direta,0
23757,2020-07-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad 7 - Branco,Apple,Estrangeira - Importação direta,0
23807,2020-08-11,Manutenção Câmera,Lente de Vidro da Câmera iPhone 6,Apple,Estrangeira - Importação direta,180
23810,2020-08-17,Manutenção Câmera,Camera Frontal iPad 3,Apple,Estrangeira - Importação direta,150
23812,2020-08-18,Manutenção Speaker,Speaker - iPhone XR,Apple,Estrangeira - Importação direta,0
23813,2020-08-18,Manutenção Speaker,Speaker - iPhone XS,Apple,Estrangeira - Importação direta,400
23814,2020-08-18,Manutenção Speaker,Speaker - iPhone X,Apple,Estrangeira - Importação direta,0
23815,2020-08-18,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone XS,Apple,Estrangeira - Importação direta,0
23816,2020-08-18,Manutenção Alto Falante,Alto-Falante - iPhone XS,Apple,Estrangeira - Importação direta,0
23817,2020-08-18,Manutenção Speaker,Speaker - iPhone XS Max,Apple,Estrangeira - Importação direta,300
23818,2020-08-18,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone XS Max,Apple,Estrangeira - Importação direta,0
23819,2020-08-18,Manutenção Conector,Conector de Carga iPhone XS Max - Preto,Apple,Estrangeira - Importação direta,0
